Id,coord1,coord2,Serol,Year,Month,Day,Week,Site,Region,MetaRegion,MetaRegionB,Sex,Age,UK_Date,Date_continuous
9261,-13.44985,-73.83016,1,2017,6,3,23,API1,Apurimac,South,South_a,M,A,03/06/2017,2017.5
9279,-13.44985,-73.83016,1,2017,6,3,23,API1,Apurimac,South,South_a,M,A,03/06/2017,2017.5
9423,-13.44985,-73.83016,1,2017,6,3,23,API1,Apurimac,South,South_a,F,A,03/06/2017,2017.5
9425,-13.44985,-73.83016,1,2017,6,3,23,API1,Apurimac,South,South_a,F,A,03/06/2017,2017.5
9429,-13.44985,-73.83016,1,2017,6,3,23,API1,Apurimac,South,South_a,M,A,03/06/2017,2017.5
9864,-13.44985,-73.83016,1,2017,11,6,45,API1,Apurimac,South,South_a,F,A,06/11/2017,2017.916667
9865,-13.44985,-73.83016,0,2017,11,7,45,API1,Apurimac,South,South_a,M,SA,07/11/2017,2017.916667
9414,-13.44985,-73.83016,1,2018,5,17,20,API1,Apurimac,South,South_a,M,A,17/05/2018,2018.416667
9427,-13.44985,-73.83016,0,2018,5,17,20,API1,Apurimac,South,South_a,F,A,17/05/2018,2018.416667
9864,-13.44985,-73.83016,1,2018,5,17,20,API1,Apurimac,South,South_a,F,A,17/05/2018,2018.416667
10093,-13.44985,-73.83016,0,2018,5,17,20,API1,Apurimac,South,South_a,M,A,17/05/2018,2018.416667
10094,-13.44985,-73.83016,0,2018,5,17,20,API1,Apurimac,South,South_a,M,SA,17/05/2018,2018.416667
10095,-13.44985,-73.83016,0,2018,5,17,20,API1,Apurimac,South,South_a,M,SA,17/05/2018,2018.416667
10096,-13.44985,-73.83016,0,2018,5,17,20,API1,Apurimac,South,South_a,F,A,17/05/2018,2018.416667
10097,-13.44985,-73.83016,0,2018,5,17,20,API1,Apurimac,South,South_a,F,A,17/05/2018,2018.416667
10098,-13.44985,-73.83016,0,2018,5,17,20,API1,Apurimac,South,South_a,F,A,17/05/2018,2018.416667
10099,-13.44985,-73.83016,0,2018,5,17,20,API1,Apurimac,South,South_a,F,A,17/05/2018,2018.416667
10100,-13.44985,-73.83016,0,2018,5,17,20,API1,Apurimac,South,South_a,M,SA,17/05/2018,2018.416667
10101,-13.44985,-73.83016,0,2018,5,17,20,API1,Apurimac,South,South_a,M,A,17/05/2018,2018.416667
7593,-13.44985,-73.83016,0,2018,9,20,38,API1,Apurimac,South,South_a,M,A,20/09/2018,2018.75
10095,-13.44985,-73.83016,1,2018,9,19,38,API1,Apurimac,South,South_a,M,A,19/09/2018,2018.75
10379,-13.44985,-73.83016,0,2018,9,19,38,API1,Apurimac,South,South_a,F,SA,19/09/2018,2018.75
10380,-13.44985,-73.83016,1,2018,9,19,38,API1,Apurimac,South,South_a,M,A,19/09/2018,2018.75
10381,-13.44985,-73.83016,1,2018,9,19,38,API1,Apurimac,South,South_a,F,SA,19/09/2018,2018.75
10382,-13.44985,-73.83016,1,2018,9,19,38,API1,Apurimac,South,South_a,F,A,19/09/2018,2018.75
10383,-13.44985,-73.83016,1,2018,9,19,38,API1,Apurimac,South,South_a,F,SA,19/09/2018,2018.75
10384,-13.44985,-73.83016,0,2018,9,19,38,API1,Apurimac,South,South_a,F,A,19/09/2018,2018.75
10385,-13.44985,-73.83016,1,2018,9,20,38,API1,Apurimac,South,South_a,F,A,20/09/2018,2018.75
10386,-13.44985,-73.83016,1,2018,9,20,38,API1,Apurimac,South,South_a,M,A,20/09/2018,2018.75
10387,-13.44985,-73.83016,0,2018,9,20,38,API1,Apurimac,South,South_a,M,A,20/09/2018,2018.75
10388,-13.44985,-73.83016,0,2018,9,20,38,API1,Apurimac,South,South_a,F,SA,20/09/2018,2018.75
7899,-13.49125,-73.81027,0,2015,7,28,30,API15,Apurimac,South,South_a,F,A,28/07/2015,2015.583333
7900,-13.49125,-73.81027,0,2015,7,28,30,API15,Apurimac,South,South_a,F,A,28/07/2015,2015.583333
7901,-13.49125,-73.81027,0,2015,7,28,30,API15,Apurimac,South,South_a,M,SA,28/07/2015,2015.583333
7902,-13.49125,-73.81027,0,2015,7,28,30,API15,Apurimac,South,South_a,F,A,28/07/2015,2015.583333
7903,-13.49125,-73.81027,0,2015,7,28,30,API15,Apurimac,South,South_a,F,A,28/07/2015,2015.583333
7904,-13.49125,-73.81027,0,2015,7,28,30,API15,Apurimac,South,South_a,F,A,28/07/2015,2015.583333
7905,-13.49125,-73.81027,0,2015,7,28,30,API15,Apurimac,South,South_a,F,A,28/07/2015,2015.583333
2536,-13.49041,-73.80833,1,2010,9,2,35,API3,Apurimac,South,South_a,F,A,02/09/2010,2010.75
2539,-13.49041,-73.80833,1,2010,9,2,35,API3,Apurimac,South,South_a,F,A,02/09/2010,2010.75
4368,-13.49041,-73.80833,0,2010,9,2,35,API3,Apurimac,South,South_a,F,A,02/09/2010,2010.75
4369,-13.49041,-73.80833,1,2010,9,2,35,API3,Apurimac,South,South_a,M,A,02/09/2010,2010.75
4370,-13.49041,-73.80833,1,2010,9,2,35,API3,Apurimac,South,South_a,F,A,02/09/2010,2010.75
4371,-13.49041,-73.80833,0,2010,9,2,35,API3,Apurimac,South,South_a,F,A,02/09/2010,2010.75
4372,-13.49041,-73.80833,0,2010,9,2,35,API3,Apurimac,South,South_a,F,A,02/09/2010,2010.75
4373,-13.49041,-73.80833,0,2010,9,2,35,API3,Apurimac,South,South_a,M,A,02/09/2010,2010.75
4374,-13.49041,-73.80833,1,2010,9,2,35,API3,Apurimac,South,South_a,F,A,02/09/2010,2010.75
4375,-13.49041,-73.80833,0,2010,9,2,35,API3,Apurimac,South,South_a,F,A,02/09/2010,2010.75
4376,-13.49041,-73.80833,1,2010,9,2,35,API3,Apurimac,South,South_a,M,A,02/09/2010,2010.75
4377,-13.49041,-73.80833,1,2010,9,2,35,API3,Apurimac,South,South_a,F,A,02/09/2010,2010.75
4379,-13.49041,-73.80833,0,2010,9,2,35,API3,Apurimac,South,South_a,M,A,02/09/2010,2010.75
4380,-13.49041,-73.80833,1,2010,9,2,35,API3,Apurimac,South,South_a,F,A,02/09/2010,2010.75
4382,-13.49041,-73.80833,0,2010,9,2,35,API3,Apurimac,South,South_a,F,A,02/09/2010,2010.75
4383,-13.49041,-73.80833,1,2010,9,2,35,API3,Apurimac,South,South_a,M,A,02/09/2010,2010.75
4385,-13.49041,-73.80833,1,2010,9,2,35,API3,Apurimac,South,South_a,M,A,02/09/2010,2010.75
4386,-13.49041,-73.80833,0,2010,9,2,35,API3,Apurimac,South,South_a,M,A,02/09/2010,2010.75
4387,-13.49041,-73.80833,1,2010,9,2,35,API3,Apurimac,South,South_a,F,A,02/09/2010,2010.75
4388,-13.49041,-73.80833,0,2010,9,2,35,API3,Apurimac,South,South_a,F,A,02/09/2010,2010.75
4390,-13.49041,-73.80833,0,2010,9,2,35,API3,Apurimac,South,South_a,F,A,02/09/2010,2010.75
4391,-13.49041,-73.80833,1,2010,9,2,35,API3,Apurimac,South,South_a,M,A,02/09/2010,2010.75
4392,-13.49041,-73.80833,1,2010,9,2,35,API3,Apurimac,South,South_a,F,A,02/09/2010,2010.75
4393,-13.49041,-73.80833,1,2010,9,2,35,API3,Apurimac,South,South_a,M,A,02/09/2010,2010.75
4394,-13.49041,-73.80833,0,2010,9,2,35,API3,Apurimac,South,South_a,F,A,02/09/2010,2010.75
4395,-13.49041,-73.80833,0,2010,9,2,35,API3,Apurimac,South,South_a,F,A,02/09/2010,2010.75
4396,-13.49041,-73.80833,1,2010,9,2,35,API3,Apurimac,South,South_a,F,A,02/09/2010,2010.75
4397,-13.49041,-73.80833,1,2010,9,2,35,API3,Apurimac,South,South_a,F,A,02/09/2010,2010.75
4398,-13.49041,-73.80833,1,2010,9,2,35,API3,Apurimac,South,South_a,M,A,02/09/2010,2010.75
3202,-13.49041,-73.80833,1,2011,7,1,27,API3,Apurimac,South,South_a,F,A,01/07/2011,2011.583333
4398,-13.49041,-73.80833,0,2011,7,1,27,API3,Apurimac,South,South_a,M,A,01/07/2011,2011.583333
4725,-13.49041,-73.80833,1,2011,7,1,27,API3,Apurimac,South,South_a,M,A,01/07/2011,2011.583333
4726,-13.49041,-73.80833,1,2011,7,1,27,API3,Apurimac,South,South_a,F,A,01/07/2011,2011.583333
4727,-13.49041,-73.80833,0,2011,7,1,27,API3,Apurimac,South,South_a,M,A,01/07/2011,2011.583333
4728,-13.49041,-73.80833,0,2011,7,1,27,API3,Apurimac,South,South_a,M,J,01/07/2011,2011.583333
4729,-13.49041,-73.80833,0,2011,7,1,27,API3,Apurimac,South,South_a,F,A,01/07/2011,2011.583333
4730,-13.49041,-73.80833,1,2011,7,1,27,API3,Apurimac,South,South_a,M,A,01/07/2011,2011.583333
4731,-13.49041,-73.80833,0,2011,7,1,27,API3,Apurimac,South,South_a,M,J,01/07/2011,2011.583333
4732,-13.49041,-73.80833,0,2011,7,1,27,API3,Apurimac,South,South_a,M,A,01/07/2011,2011.583333
4733,-13.49041,-73.80833,1,2011,7,1,27,API3,Apurimac,South,South_a,F,A,01/07/2011,2011.583333
4734,-13.49041,-73.80833,0,2011,7,1,27,API3,Apurimac,South,South_a,F,A,01/07/2011,2011.583333
4735,-13.49041,-73.80833,1,2011,7,1,27,API3,Apurimac,South,South_a,F,A,01/07/2011,2011.583333
4736,-13.49041,-73.80833,1,2011,7,1,27,API3,Apurimac,South,South_a,F,A,01/07/2011,2011.583333
4737,-13.49041,-73.80833,1,2011,7,1,27,API3,Apurimac,South,South_a,F,A,01/07/2011,2011.583333
4738,-13.49041,-73.80833,0,2011,7,1,27,API3,Apurimac,South,South_a,M,A,01/07/2011,2011.583333
4739,-13.49041,-73.80833,0,2011,7,1,27,API3,Apurimac,South,South_a,F,A,01/07/2011,2011.583333
4741,-13.49041,-73.80833,0,2011,7,1,27,API3,Apurimac,South,South_a,M,A,01/07/2011,2011.583333
4742,-13.49041,-73.80833,0,2011,7,1,27,API3,Apurimac,South,South_a,F,A,01/07/2011,2011.583333
5418,-13.49041,-73.80833,1,2012,9,15,37,API3,Apurimac,South,South_a,F,A,15/09/2012,2012.75
5419,-13.49041,-73.80833,1,2012,9,15,37,API3,Apurimac,South,South_a,M,A,15/09/2012,2012.75
5420,-13.49041,-73.80833,0,2012,9,15,37,API3,Apurimac,South,South_a,F,A,15/09/2012,2012.75
5421,-13.49041,-73.80833,0,2012,9,15,37,API3,Apurimac,South,South_a,F,A,15/09/2012,2012.75
5422,-13.49041,-73.80833,1,2012,9,15,37,API3,Apurimac,South,South_a,M,A,15/09/2012,2012.75
5424,-13.49041,-73.80833,0,2012,9,15,37,API3,Apurimac,South,South_a,F,A,15/09/2012,2012.75
5425,-13.49041,-73.80833,0,2012,9,15,37,API3,Apurimac,South,South_a,M,SA,15/09/2012,2012.75
5426,-13.49041,-73.80833,1,2012,9,15,37,API3,Apurimac,South,South_a,F,A,15/09/2012,2012.75
5427,-13.49041,-73.80833,1,2012,9,15,37,API3,Apurimac,South,South_a,M,A,15/09/2012,2012.75
5428,-13.49041,-73.80833,0,2012,9,15,37,API3,Apurimac,South,South_a,M,A,15/09/2012,2012.75
5429,-13.49041,-73.80833,1,2012,9,15,37,API3,Apurimac,South,South_a,F,A,15/09/2012,2012.75
5430,-13.49041,-73.80833,0,2012,9,15,37,API3,Apurimac,South,South_a,M,A,15/09/2012,2012.75
5431,-13.49041,-73.80833,0,2012,9,15,37,API3,Apurimac,South,South_a,F,A,15/09/2012,2012.75
5669,-13.49041,-73.80833,1,2012,9,16,37,API3,Apurimac,South,South_a,M,A,16/09/2012,2012.75
5670,-13.49041,-73.80833,1,2012,9,16,37,API3,Apurimac,South,South_a,M,A,16/09/2012,2012.75
5671,-13.49041,-73.80833,1,2012,9,16,37,API3,Apurimac,South,South_a,M,A,16/09/2012,2012.75
5422,-13.49041,-73.80833,0,2013,3,7,10,API3,Apurimac,South,South_a,M,A,07/03/2013,2013.25
5426,-13.49041,-73.80833,1,2013,3,7,10,API3,Apurimac,South,South_a,M,A,07/03/2013,2013.25
5669,-13.49041,-73.80833,1,2013,3,7,10,API3,Apurimac,South,South_a,M,A,07/03/2013,2013.25
5770,-13.49041,-73.80833,1,2013,3,7,10,API3,Apurimac,South,South_a,M,A,07/03/2013,2013.25
4732,-13.49041,-73.80833,1,2013,8,6,32,API3,Apurimac,South,South_a,M,A,06/08/2013,2013.666667
5669,-13.49041,-73.80833,1,2013,8,6,32,API3,Apurimac,South,South_a,M,A,06/08/2013,2013.666667
7052,-13.23195,-73.62809,0,2015,7,16,29,AYA7,Ayacucho,South,South_a,M,A,16/07/2015,2015.583333
7803,-13.23195,-73.62809,0,2015,7,16,29,AYA7,Ayacucho,South,South_a,F,A,16/07/2015,2015.583333
7804,-13.23195,-73.62809,0,2015,7,16,29,AYA7,Ayacucho,South,South_a,M,A,16/07/2015,2015.583333
7805,-13.23195,-73.62809,0,2015,7,17,29,AYA7,Ayacucho,South,South_a,M,A,17/07/2015,2015.583333
7806,-13.23195,-73.62809,0,2015,7,17,29,AYA7,Ayacucho,South,South_a,M,SA,17/07/2015,2015.583333
7807,-13.23195,-73.62809,0,2015,7,17,29,AYA7,Ayacucho,South,South_a,M,A,17/07/2015,2015.583333
3301,-13.58511,-73.35248,0,2009,5,13,20,API9,Apurimac,South,South_a,F,A,13/05/2009,2009.416667
3304,-13.58511,-73.35248,1,2009,5,13,20,API9,Apurimac,South,South_a,M,A,13/05/2009,2009.416667
3314,-13.58511,-73.35248,0,2009,5,13,20,API9,Apurimac,South,South_a,M,A,13/05/2009,2009.416667
3316,-13.58511,-73.35248,1,2009,5,13,20,API9,Apurimac,South,South_a,F,A,13/05/2009,2009.416667
3318,-13.58511,-73.35248,1,2009,5,13,20,API9,Apurimac,South,South_a,M,A,13/05/2009,2009.416667
3320,-13.58511,-73.35248,0,2009,5,13,20,API9,Apurimac,South,South_a,F,A,13/05/2009,2009.416667
3326,-13.58511,-73.35248,0,2009,5,12,20,API9,Apurimac,South,South_a,F,A,12/05/2009,2009.416667
3351,-13.58511,-73.35248,1,2009,5,15,20,API9,Apurimac,South,South_a,F,A,15/05/2009,2009.416667
3353,-13.58511,-73.35248,0,2009,5,15,20,API9,Apurimac,South,South_a,M,A,15/05/2009,2009.416667
3355,-13.58511,-73.35248,0,2009,5,15,20,API9,Apurimac,South,South_a,F,A,15/05/2009,2009.416667
3358,-13.58511,-73.35248,1,2009,5,15,20,API9,Apurimac,South,South_a,F,A,15/05/2009,2009.416667
3386,-13.58511,-73.35248,1,2009,5,15,20,API9,Apurimac,South,South_a,F,A,15/05/2009,2009.416667
3388,-13.58511,-73.35248,1,2009,5,14,20,API9,Apurimac,South,South_a,M,A,14/05/2009,2009.416667
3390,-13.58511,-73.35248,1,2009,5,14,20,API9,Apurimac,South,South_a,M,A,14/05/2009,2009.416667
3392,-13.58511,-73.35248,0,2009,5,13,20,API9,Apurimac,South,South_a,F,A,13/05/2009,2009.416667
3396,-13.58511,-73.35248,1,2009,5,13,20,API9,Apurimac,South,South_a,F,A,13/05/2009,2009.416667
2526,-13.58511,-73.35248,1,2010,8,25,34,API9,Apurimac,South,South_a,F,A,25/08/2010,2010.666667
2740,-13.58511,-73.35248,0,2010,8,26,35,API9,Apurimac,South,South_a,F,A,26/08/2010,2010.666667
3314,-13.58511,-73.35248,1,2010,8,25,34,API9,Apurimac,South,South_a,M,A,25/08/2010,2010.666667
3324,-13.58511,-73.35248,1,2010,8,27,35,API9,Apurimac,South,South_a,F,A,27/08/2010,2010.666667
4261,-13.58511,-73.35248,1,2010,8,28,35,API9,Apurimac,South,South_a,F,A,28/08/2010,2010.666667
4262,-13.58511,-73.35248,0,2010,8,28,35,API9,Apurimac,South,South_a,F,A,28/08/2010,2010.666667
4263,-13.58511,-73.35248,0,2010,8,28,35,API9,Apurimac,South,South_a,F,SA,28/08/2010,2010.666667
4264,-13.58511,-73.35248,1,2010,8,27,35,API9,Apurimac,South,South_a,F,A,27/08/2010,2010.666667
4265,-13.58511,-73.35248,1,2010,8,27,35,API9,Apurimac,South,South_a,F,A,27/08/2010,2010.666667
4266,-13.58511,-73.35248,1,2010,8,27,35,API9,Apurimac,South,South_a,M,A,27/08/2010,2010.666667
4267,-13.58511,-73.35248,1,2010,8,27,35,API9,Apurimac,South,South_a,F,A,27/08/2010,2010.666667
4269,-13.58511,-73.35248,0,2010,8,27,35,API9,Apurimac,South,South_a,F,J,27/08/2010,2010.666667
4270,-13.58511,-73.35248,0,2010,8,27,35,API9,Apurimac,South,South_a,M,A,27/08/2010,2010.666667
4271,-13.58511,-73.35248,1,2010,8,27,35,API9,Apurimac,South,South_a,M,A,27/08/2010,2010.666667
4272,-13.58511,-73.35248,1,2010,8,27,35,API9,Apurimac,South,South_a,M,A,27/08/2010,2010.666667
4273,-13.58511,-73.35248,1,2010,8,27,35,API9,Apurimac,South,South_a,F,A,27/08/2010,2010.666667
4274,-13.58511,-73.35248,0,2010,8,27,35,API9,Apurimac,South,South_a,M,A,27/08/2010,2010.666667
4275,-13.58511,-73.35248,0,2010,8,27,35,API9,Apurimac,South,South_a,F,A,27/08/2010,2010.666667
4276,-13.58511,-73.35248,1,2010,8,27,35,API9,Apurimac,South,South_a,F,A,27/08/2010,2010.666667
4277,-13.58511,-73.35248,1,2010,8,26,35,API9,Apurimac,South,South_a,F,A,26/08/2010,2010.666667
4289,-13.58511,-73.35248,1,2010,8,25,34,API9,Apurimac,South,South_a,F,A,25/08/2010,2010.666667
4290,-13.58511,-73.35248,1,2010,8,25,34,API9,Apurimac,South,South_a,F,A,25/08/2010,2010.666667
4291,-13.58511,-73.35248,1,2010,8,25,34,API9,Apurimac,South,South_a,M,A,25/08/2010,2010.666667
4293,-13.58511,-73.35248,1,2010,8,25,34,API9,Apurimac,South,South_a,F,A,25/08/2010,2010.666667
4294,-13.58511,-73.35248,1,2010,8,25,34,API9,Apurimac,South,South_a,M,A,25/08/2010,2010.666667
4295,-13.58511,-73.35248,0,2010,8,25,34,API9,Apurimac,South,South_a,M,A,25/08/2010,2010.666667
4296,-13.58511,-73.35248,0,2010,8,25,34,API9,Apurimac,South,South_a,M,A,25/08/2010,2010.666667
4297,-13.58511,-73.35248,0,2010,8,25,34,API9,Apurimac,South,South_a,F,A,25/08/2010,2010.666667
3314,-13.58511,-73.35248,1,2011,6,28,26,API9,Apurimac,South,South_a,M,A,28/06/2011,2011.5
3324,-13.58511,-73.35248,0,2011,6,29,26,API9,Apurimac,South,South_a,F,A,29/06/2011,2011.5
3351,-13.58511,-73.35248,0,2011,6,28,26,API9,Apurimac,South,South_a,F,A,28/06/2011,2011.5
4262,-13.58511,-73.35248,0,2011,6,28,26,API9,Apurimac,South,South_a,F,A,28/06/2011,2011.5
4263,-13.58511,-73.35248,1,2011,6,29,26,API9,Apurimac,South,South_a,F,A,29/06/2011,2011.5
4264,-13.58511,-73.35248,0,2011,6,29,26,API9,Apurimac,South,South_a,F,A,29/06/2011,2011.5
4285,-13.58511,-73.35248,0,2011,6,29,26,API9,Apurimac,South,South_a,F,A,29/06/2011,2011.5
4292,-13.58511,-73.35248,1,2011,6,27,26,API9,Apurimac,South,South_a,M,A,27/06/2011,2011.5
4295,-13.58511,-73.35248,0,2011,6,28,26,API9,Apurimac,South,South_a,M,A,28/06/2011,2011.5
4559,-13.58511,-73.35248,0,2011,6,27,26,API9,Apurimac,South,South_a,F,A,27/06/2011,2011.5
4560,-13.58511,-73.35248,0,2011,6,27,26,API9,Apurimac,South,South_a,M,SA,27/06/2011,2011.5
4561,-13.58511,-73.35248,0,2011,6,27,26,API9,Apurimac,South,South_a,M,SA,27/06/2011,2011.5
4565,-13.58511,-73.35248,0,2011,6,27,26,API9,Apurimac,South,South_a,F,A,27/06/2011,2011.5
4566,-13.58511,-73.35248,0,2011,6,27,26,API9,Apurimac,South,South_a,M,SA,27/06/2011,2011.5
4567,-13.58511,-73.35248,0,2011,6,27,26,API9,Apurimac,South,South_a,M,SA,27/06/2011,2011.5
4568,-13.58511,-73.35248,0,2011,6,27,26,API9,Apurimac,South,South_a,F,A,27/06/2011,2011.5
4569,-13.58511,-73.35248,1,2011,6,27,26,API9,Apurimac,South,South_a,M,A,27/06/2011,2011.5
4571,-13.58511,-73.35248,0,2011,6,28,26,API9,Apurimac,South,South_a,M,A,28/06/2011,2011.5
4292,-13.58511,-73.35248,1,2012,9,11,37,API9,Apurimac,South,South_a,M,A,11/09/2012,2012.75
5385,-13.58511,-73.35248,1,2012,9,11,37,API9,Apurimac,South,South_a,M,A,11/09/2012,2012.75
5386,-13.58511,-73.35248,1,2012,9,11,37,API9,Apurimac,South,South_a,M,A,11/09/2012,2012.75
5387,-13.58511,-73.35248,1,2012,9,11,37,API9,Apurimac,South,South_a,M,A,11/09/2012,2012.75
5388,-13.58511,-73.35248,1,2012,9,11,37,API9,Apurimac,South,South_a,M,A,11/09/2012,2012.75
5390,-13.58511,-73.35248,1,2012,9,11,37,API9,Apurimac,South,South_a,M,A,11/09/2012,2012.75
5391,-13.58511,-73.35248,1,2012,9,11,37,API9,Apurimac,South,South_a,M,A,11/09/2012,2012.75
5392,-13.58511,-73.35248,1,2012,9,11,37,API9,Apurimac,South,South_a,M,A,11/09/2012,2012.75
5393,-13.58511,-73.35248,1,2012,9,11,37,API9,Apurimac,South,South_a,M,A,11/09/2012,2012.75
4266,-13.58511,-73.35248,1,2012,11,12,46,API9,Apurimac,South,South_a,M,A,12/11/2012,2012.916667
5386,-13.58511,-73.35248,1,2012,11,13,46,API9,Apurimac,South,South_a,M,A,13/11/2012,2012.916667
5560,-13.58511,-73.35248,1,2012,11,13,46,API9,Apurimac,South,South_a,M,A,13/11/2012,2012.916667
5561,-13.58511,-73.35248,1,2012,11,13,46,API9,Apurimac,South,South_a,M,A,13/11/2012,2012.916667
5659,-13.58511,-73.35248,1,2012,11,12,46,API9,Apurimac,South,South_a,M,A,12/11/2012,2012.916667
5387,-13.58511,-73.35248,0,2013,3,3,10,API9,Apurimac,South,South_a,M,A,03/03/2013,2013.25
5659,-13.58511,-73.35248,1,2013,3,3,10,API9,Apurimac,South,South_a,M,A,03/03/2013,2013.25
5754,-13.58511,-73.35248,0,2013,3,3,10,API9,Apurimac,South,South_a,M,A,03/03/2013,2013.25
5752,-13.58511,-73.35248,0,2013,7,31,31,API9,Apurimac,South,South_a,M,A,31/07/2013,2013.583333
7584,-13.92286,-73.19035,0,2015,8,19,34,API18,Apurimac,South,South_b,F,A,19/08/2015,2015.666667
7585,-13.92286,-73.19035,0,2015,8,19,34,API18,Apurimac,South,South_b,F,A,19/08/2015,2015.666667
7586,-13.92286,-73.19035,0,2015,8,19,34,API18,Apurimac,South,South_b,M,A,19/08/2015,2015.666667
7587,-13.92286,-73.19035,0,2015,8,19,34,API18,Apurimac,South,South_b,M,SA,19/08/2015,2015.666667
7588,-13.92286,-73.19035,0,2015,8,19,34,API18,Apurimac,South,South_b,F,J,19/08/2015,2015.666667
7589,-13.92286,-73.19035,0,2015,8,19,34,API18,Apurimac,South,South_b,F,A,19/08/2015,2015.666667
7590,-13.92286,-73.19035,1,2015,8,19,34,API18,Apurimac,South,South_b,M,A,19/08/2015,2015.666667
7591,-13.92286,-73.19035,0,2015,8,19,34,API18,Apurimac,South,South_b,M,A,19/08/2015,2015.666667
7592,-13.92286,-73.19035,1,2015,8,19,34,API18,Apurimac,South,South_b,F,A,19/08/2015,2015.666667
4466,-14.14146,-73.14015,1,2010,9,10,37,API140,Apurimac,South,South_b,F,A,10/09/2010,2010.75
4467,-14.14146,-73.14015,0,2010,9,10,37,API140,Apurimac,South,South_b,M,A,10/09/2010,2010.75
4468,-14.14146,-73.14015,1,2010,9,10,37,API140,Apurimac,South,South_b,F,A,10/09/2010,2010.75
4469,-14.14146,-73.14015,0,2010,9,10,37,API140,Apurimac,South,South_b,M,A,10/09/2010,2010.75
4470,-14.14146,-73.14015,1,2010,9,10,37,API140,Apurimac,South,South_b,F,A,10/09/2010,2010.75
4471,-14.14146,-73.14015,0,2010,9,10,37,API140,Apurimac,South,South_b,F,J,10/09/2010,2010.75
4472,-14.14146,-73.14015,1,2010,9,10,37,API140,Apurimac,South,South_b,F,A,10/09/2010,2010.75
4473,-14.14146,-73.14015,1,2010,9,10,37,API140,Apurimac,South,South_b,F,A,10/09/2010,2010.75
4474,-14.14146,-73.14015,0,2010,9,10,37,API140,Apurimac,South,South_b,F,A,10/09/2010,2010.75
4475,-14.14146,-73.14015,0,2010,9,10,37,API140,Apurimac,South,South_b,F,J,10/09/2010,2010.75
4476,-14.14146,-73.14015,1,2010,9,10,37,API140,Apurimac,South,South_b,M,A,10/09/2010,2010.75
4477,-14.14146,-73.14015,0,2010,9,10,37,API140,Apurimac,South,South_b,M,J,10/09/2010,2010.75
4479,-14.14146,-73.14015,1,2010,9,10,37,API140,Apurimac,South,South_b,M,A,10/09/2010,2010.75
4480,-14.14146,-73.14015,1,2010,9,10,37,API140,Apurimac,South,South_b,F,A,10/09/2010,2010.75
4481,-14.14146,-73.14015,0,2010,9,10,37,API140,Apurimac,South,South_b,F,A,10/09/2010,2010.75
4482,-14.14146,-73.14015,0,2010,9,10,37,API140,Apurimac,South,South_b,F,J,10/09/2010,2010.75
4483,-14.14146,-73.14015,0,2010,9,10,37,API140,Apurimac,South,South_b,M,A,10/09/2010,2010.75
4484,-14.14146,-73.14015,1,2010,9,10,37,API140,Apurimac,South,South_b,F,A,10/09/2010,2010.75
4485,-14.14146,-73.14015,1,2010,9,10,37,API140,Apurimac,South,South_b,M,A,10/09/2010,2010.75
4486,-14.14146,-73.14015,0,2010,9,10,37,API140,Apurimac,South,South_b,M,A,10/09/2010,2010.75
4488,-14.14146,-73.14015,1,2010,9,10,37,API140,Apurimac,South,South_b,F,A,10/09/2010,2010.75
4490,-14.14146,-73.14015,0,2010,9,10,37,API140,Apurimac,South,South_b,F,A,10/09/2010,2010.75
4491,-14.14146,-73.14015,1,2010,9,10,37,API140,Apurimac,South,South_b,F,A,10/09/2010,2010.75
4492,-14.14146,-73.14015,1,2010,9,10,37,API140,Apurimac,South,South_b,F,A,10/09/2010,2010.75
4493,-14.14146,-73.14015,1,2010,9,10,37,API140,Apurimac,South,South_b,F,A,10/09/2010,2010.75
4494,-14.14146,-73.14015,1,2010,9,10,37,API140,Apurimac,South,South_b,F,A,10/09/2010,2010.75
4469,-14.14146,-73.14015,0,2011,7,12,28,API140,Apurimac,South,South_b,M,A,12/07/2011,2011.583333
4826,-14.14146,-73.14015,1,2011,7,12,28,API140,Apurimac,South,South_b,M,J,12/07/2011,2011.583333
4827,-14.14146,-73.14015,0,2011,7,12,28,API140,Apurimac,South,South_b,F,J,12/07/2011,2011.583333
4828,-14.14146,-73.14015,1,2011,7,12,28,API140,Apurimac,South,South_b,F,A,12/07/2011,2011.583333
4829,-14.14146,-73.14015,0,2011,7,12,28,API140,Apurimac,South,South_b,M,J,12/07/2011,2011.583333
4830,-14.14146,-73.14015,1,2011,7,12,28,API140,Apurimac,South,South_b,M,A,12/07/2011,2011.583333
4831,-14.14146,-73.14015,1,2011,7,12,28,API140,Apurimac,South,South_b,M,A,12/07/2011,2011.583333
4832,-14.14146,-73.14015,0,2011,7,12,28,API140,Apurimac,South,South_b,M,A,12/07/2011,2011.583333
4833,-14.14146,-73.14015,1,2011,7,12,28,API140,Apurimac,South,South_b,M,A,12/07/2011,2011.583333
4834,-14.14146,-73.14015,1,2011,7,12,28,API140,Apurimac,South,South_b,F,A,12/07/2011,2011.583333
4835,-14.14146,-73.14015,0,2011,7,12,28,API140,Apurimac,South,South_b,M,A,12/07/2011,2011.583333
4836,-14.14146,-73.14015,0,2011,7,12,28,API140,Apurimac,South,South_b,F,A,12/07/2011,2011.583333
